代碼,性質名稱,英文名稱,使用性質類別,類別名稱,檔級,應用特約條款,附加條款,理賠分類,再保等級,"特一
再保小類(1)","二等
再保小類(2)","頭等
再保小類(3)","特二
再保小類(4)","三等
再保小類(5)","三等
再保小類(6)",危險等級(爆炸險等級),生效起期,排序,報價常用註記,使用性質業務類別,使用性質業務類別_簽核,業務類別,使用性質第二層類別,使用性質第二層類別名稱,營業否,耐用年度類別,新使用性質代碼,新使用性質名稱,查勘分類,費率分類,常用語,常用出單代號註記,商火外部通路使用註記,SC外部通路使用註記,SC新件註記,SC續保註記
C0604A0,帆布、塑膠布店,PLASTIC CLOTH STORE,C,行號商店及其附有堆棧,25,"A1,A2,B2",SA1,C,23,3A,3A,3B,3C,3C,3C,A,04/01/2004,13254,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0605A7,百貨店(含批發及委託行),DEPARTMENT STORE,C,行號商店及其附有堆棧,25,"A1,A2,B1",SA1,C,28,3A,3A,3B,3C,3C,3C,A,04/01/2004,13255,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0606A4,米穀雜糧飼料店(無碾米),GRAIN STORE,C,行號商店及其附有堆棧,18,"A1,A2,B1",SA1,C,16,2A,2A,2B,2C,2C,2C,A,04/01/2004,13256,Y,B,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0606B2,米穀雜糧飼料店(有碾米),GRAIN STORE,C,行號商店及其附有堆棧,25,"A1,A2,B2",SA1,C,23,3A,3A,3B,3C,3C,3C,A,04/01/2004,13257,Y,C,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0701A3,汽機車材料、洗車、輪胎店(無裝配修理),AUTO PARTS STORE,C,行號商店及其附有堆棧,22,"A1,A2,B1",SA1,C,15,2A,2A,2B,2C,2C,2C,A,04/01/2004,13260,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701B1,汽機車材料、洗車、美容、輪胎店(有裝配修,AUTO PARTS STORE,C,行號商店及其附有堆棧,27,"A1,A2,B2",SA1,C,21,2A,2A,2B,2C,2C,2C,A,04/01/2004,13261,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701C0,汽機車材料、洗車、美容、輪胎店(有電焊/噴,AUTO PARTS STORE,C,行號商店及其附有堆棧,30,"A1,A2,B2",SA1,C,29,3A,3A,3B,3C,3C,3C,A,04/01/2004,13262,Y,C,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701D8,腳踏車、三輪車店(無裝配修理),BICYCLE STORE,C,行號商店及其附有堆棧,13,"A1,A2,B1",SA1,C,12,2A,2A,2B,2C,2C,2C,A,04/01/2004,13263,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701E6,腳踏車、三輪車店(有裝配修理),BICYCLE STORE,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13264,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701F4,腳踏車、三輪車店(有電焊/噴漆),BICYCLE STORE,C,行號商店及其附有堆棧,26,"A1,A2,B2",SA1,C,24,2A,2A,2B,2C,2C,2C,A,04/01/2004,13265,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701G2,機車店(無裝配修理),MOTORCYCLE STORE,C,行號商店及其附有堆棧,18,"A1,A2,B1",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13266,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701H1,機車店(有裝配修理),MOTORCYCLE STORE,C,行號商店及其附有堆棧,20,"A1,A2,B2",SA1,C,22,2A,2A,2B,2C,2C,2C,A,04/01/2004,13267,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701I9,機車店(有電焊/噴漆),MOTORCYCLE STORE,C,行號商店及其附有堆棧,32,"A1,A2,B2",SA1,C,30,3A,3A,3B,3C,3C,3C,A,04/01/2004,13268,Y,C,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701J7,汽車商行(專售新車),AUTO STORE,C,行號商店及其附有堆棧,7,"A1,A2,B1,B8",SA1,C,7,1A,1A,1B,1C,1C,1C,A,04/01/2004,13269,Y,A,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701K3,汽車商行(新舊車兼售),AUTO STORE,C,行號商店及其附有堆棧,8,"A1,A2,B1,B8",SA1,C,8,1A,1A,1B,1C,1C,1C,A,04/01/2004,13270,Y,A,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701L1,營業用汽車行(含租賃車行),COMMERCIAL AUTO STORE,C,行號商店及其附有堆棧,19,"A1,A2,B1,B8",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13271,Y,B,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C0701M0,洗車店,CAR WASH STORE,C,行號商店及其附有堆棧,15,A-1.2. B-2.,SA-1.,C,15,2A,2A,2B,2C,2C,2C,,04/01/2004,13272,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C0702A1,豆腐類品店(含豆腐乳)(有製造，但無油炸),TO-FU STORE,C,行號商店及其附有堆棧,20,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13273,Y,B,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0702B9,豆腐類品店(含豆腐乳)(有油炸),TO-FU STORE,C,行號商店及其附有堆棧,26,"A1,A2,B2",SA1,C,24,2A,2A,2B,2C,2C,2C,A,04/01/2004,13274,Y,B,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0801A9,花店(含人造花)(無製造),FLOWER STORE,C,行號商店及其附有堆棧,16,"A1,A2,B1",SA1,C,15,2A,2A,2B,2C,2C,2C,A,04/01/2004,13275,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0802A6,服飾成衣店(無製造),FASHION STORE,C,行號商店及其附有堆棧,18,"A1,A2,B1",SA1,C,20,2A,2A,2B,2C,2C,2C,A,04/01/2004,13278,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C0802B4,服飾成衣店(有製造),FASHION STORE,C,行號商店及其附有堆棧,29,"A1,A2,B2",SA1,C,22,2A,2A,2B,2C,2C,2C,A,04/01/2004,13279,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C0803A3,刻字、刻印店,PRINTING STORE,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,17,1A,1A,1B,1C,1C,1C,A,04/01/2004,13280,Y,A,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0804A1,玩具店,TOY STORE,C,行號商店及其附有堆棧,21,"A1,A2,B1",SA1,C,21,2A,2A,2B,2C,2C,2C,A,04/01/2004,13281,Y,B,,Y,C5,行號商店及其堆棧(文藝娛樂類),N,,,,,,,N,,,,
C0804B9,玩具店（有製造）,TOY STORE,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,04/01/2004,13282,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C0805A8,炒(烤)花生、瓜子、豆類、果實店,EARTH BEAN STORE,C,行號商店及其附有堆棧,35,"A1,A2,B2",SA1,C,33,3A,3A,3B,3C,3C,3C,A,04/01/2004,13283,Y,C,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0806A5,油(植物油)店(無製造),FOOD OIL STORE,C,行號商店及其附有堆棧,31,"A1,A2,B3",SA1,C,29,3A,3A,3B,3C,3C,3C,A,04/01/2004,13284,Y,C,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0806B3,油(植物油)店(有製造),FOOD OIL STORE,C,行號商店及其附有堆棧,48,"A1,A2,B4",SA1,C,46,4A,4A,4B,4C,4C,4C,A,04/01/2004,13285,Y,D,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0807A2,油漆工程店,PAINTING STORE,C,行號商店及其附有堆棧,32,A-1.2. B-3.,SA-1.,C,32,3A,3A,3B,3C,3C,3C,,04/01/2004,13286,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C0807B1,油漆工程店,PAINTING STORE,C,行號商店及其附有堆棧,46,A-1.2. B-4.,SA-1.,C,46,4A,4A,4B,4C,4C,4C,,04/01/2004,13287,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C0808A0,油漆零售批發店(無加工),PAINTING RETAILER STORE,C,行號商店及其附有堆棧,28,"A1,A2,B3",SA1,C,28,3A,3A,3B,3C,3C,3C,A,04/01/2004,13288,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0808B8,油漆零售批發店(有加工),PAINTING RETAILER STORE,C,行號商店及其附有堆棧,34,"A1,A2,B4",SA1,C,33,3A,3A,3B,3C,3C,3C,A,04/01/2004,13289,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0809A7,招牌店(無噴漆),COMMERCIAL SIGN STORE,C,行號商店及其附有堆棧,30,"A1,A2,B2",SA1,C,31,3A,3A,3B,3C,3C,3C,A,04/01/2004,13290,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0809B5,招牌店(有噴漆),COMMERCIAL SIGN STORE,C,行號商店及其附有堆棧,50,"A1,A2,B2",SA1,C,46,4A,4A,4B,4C,4C,4C,A,04/01/2004,13291,Y,D,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0810A8,事務機器店(專售/修理),MACHINERY STORE,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,17,2A,2A,2B,2C,2C,2C,A,04/01/2004,13292,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0811A5,果菜專售店,GROCERY STORE,C,行號商店及其附有堆棧,16,"A1,A2,B1",SA1,C,14,1A,1A,1B,1C,1C,1C,A,04/01/2004,13293,Y,A,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0902A1,建築材料店(專售五金/磚瓦/石/衛浴器材),CONSTRUCTION MATERIALS STORE,C,行號商店及其附有堆棧,15,"A1,A2,B1",SA1,C,15,1A,1A,1B,1C,1C,1C,A,04/01/2004,13296,Y,A,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0902B0,建築材料店(其他),CONSTRUCTION MATERIALS STORE,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13297,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0903A9,玻璃鏡框店,GLASS STORE,C,行號商店及其附有堆棧,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13298,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0904A6,洗染店(含燙洗/漂染),DYE STORE,C,行號商店及其附有堆棧,21,"A1,A2,B2",SA1,C,21,2A,2A,2B,2C,2C,2C,A,04/01/2004,13299,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C0905A3,香料、香精店,SEASONS STORE,C,行號商店及其附有堆棧,31,"A1,A2,B2",SA1,C,31,3A,3A,3B,3C,3C,3C,A,04/01/2004,13300,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0906A1,香燭紙箔禮品店,GIFT STORE,C,行號商店及其附有堆棧,29,"A1,A2,B2",SA1,C,29,3A,3A,3B,3C,3C,3C,A,04/01/2004,13301,Y,C,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C0907A8,食品雜貨店、超商(便利商店),SUPERMARKET,C,行號商店及其附有堆棧,16,"A1,A2,B2",SA1,C,16,1A,1A,1B,1C,1C,1C,A,04/01/2004,13302,Y,A,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0908A5,洋菇、菌種培植場,MASHROOM FAACTORY,C,行號商店及其附有堆棧,31,"A1,A2,B2",SA1,C,31,3A,3A,3B,3C,3C,3C,A,04/01/2004,13303,Y,C,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C0909A2,按摩．電療院,MASSAGE CENTER,C,行號商店及其附有堆棧,24,A-1.2. B-2.,SA-1.,C,24,3A,3A,3B,3C,3C,3C,,04/01/2004,13304,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1001A0,書畫裱褙店,PAINTING FRAME STORE,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,24,2A,2A,2B,2C,2C,2C,A,04/01/2004,13305,Y,B,,Y,C5,行號商店及其堆棧(文藝娛樂類),N,,,,,,,N,,,,
C1002A7,紙箱紙盒店(無製造),CARTOON STORE,C,行號商店及其附有堆棧,25,"A1,A2,B1",SA1,C,25,2A,2A,2B,2C,2C,2C,A,04/01/2004,13306,Y,D,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1002B5,紙箱紙盒店(有製造),CARTOON STORE,C,行號商店及其附有堆棧,33,"A1,A2,B2",SA1,C,33,3A,3A,3B,3C,3C,3C,A,04/01/2004,13307,Y,D,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1003A4,茶葉店(無乾燥烘焙工作),TEA STORE,C,行號商店及其附有堆棧,19,"A1,A2,B1",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13308,Y,B,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C1003B2,茶葉店(有乾燥烘焙工作),TEA STORE,C,行號商店及其附有堆棧,50,"A1,A2,B2",SA1,C,50,4A,4A,4B,4C,4C,4C,A,04/01/2004,13309,Y,D,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C1004A1,消防器材店,HYDRO EQUIPMENT STORE,C,行號商店及其附有堆棧,12,"A1,A2,B2",SA1,C,12,1A,1A,1B,1C,1C,1C,A,04/01/2004,13310,Y,A,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1101A5,眼鏡、鐘錶店,GLASSES WATCH STORE,C,行號商店及其附有堆棧,17,"A1,A2,B2","SA1,SA4",C,17,2A,2A,2B,2C,2C,2C,A,04/01/2004,13311,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C1102B1,理髮美容院　５０,BEAUTY SALOON,C,行號商店及其附有堆棧,45,A-1.2. B-2.,SA-1.,C,45,3A,3A,3B,3C,3C,3C,,04/01/2004,13313,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1103A0,液體煤氣店,LNG STORE,C,行號商店及其附有堆棧,62,"A1,A2,B5",SA1,C,62,5A,5A,5B,5C,5C,5C,A,04/01/2004,13314,Y,E,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1104A7,蛋類加工店(兼批發、孵蛋),EGGS STORE,C,行號商店及其附有堆棧,26,"A1,A2,B2",SA1,C,26,2A,2A,2B,2C,2C,2C,A,04/01/2004,13315,Y,B,,Y,C3,行號商店及其堆棧(食品類),N,,,,,,,N,,,,
C1105A4,通信器材行,COMMUNICATION EQUIPMENT STORE,C,行號商店及其附有堆棧,22,"A1,A2,B1",SA1,C,22,1A,1A,1B,1C,1C,1C,A,04/01/2004,13316,Y,A,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1201A1,棉被店(無製造),BLANKET STORE,C,行號商店及其附有堆棧,22,"A1,A2,B1",SA1,C,22,2A,2A,2B,2C,2C,2C,A,04/01/2004,13317,Y,B,,Y,C6,行號商店及其堆棧(居家類),N,,,,,,,N,,,,
C1201B9,棉被店(有製造),BLANKET STORE,C,行號商店及其附有堆棧,33,"A1,A2,B2",SA1,C,33,3A,3A,3B,3C,3C,3C,A,04/01/2004,13318,Y,C,,Y,C6,行號商店及其堆棧(居家類),N,,,,,,,N,,,,
C1201C7,棉被店（有彈棉）,BLANKET STORE,C,行號商店及其附有堆棧,65,A-1.2. B-2.,SA-1.,C,65,5A,5A,5B,5C,5C,5C,,04/01/2004,13319,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1202A8,傘製造店,UMBRELLA MANUFACTURER,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,24,2A,2A,2B,2C,2C,2C,A,04/01/2004,13320,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1202B6,傘製造店,UMBRELLA MANUFACTURER,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,04/01/2004,13321,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1203A5,傢俱專售店(金屬類),FURNITURE STORE,C,行號商店及其附有堆棧,19,"A1,A2,B1",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13322,Y,B,,Y,C6,行號商店及其堆棧(居家類),N,,,,,,,N,,,,
C1203B3,傢俱專售店(非金屬類),FURNITURE MANUFACTURER,C,行號商店及其附有堆棧,50,"A1,A2,B1",SA1,C,50,4A,4A,4B,4C,4C,4C,A,04/01/2004,13323,Y,E,,Y,C6,行號商店及其堆棧(居家類),N,,,,,,,N,,,,
C1203C1,傢俱專售店（塑膠,FURNITURE MANUFACTURER,C,行號商店及其附有堆棧,24,A-1.2. B-1.,SA-1.,C,24,4A,4A,4B,4C,4C,4C,,04/01/2004,13324,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1203D0,傢俱專售店（竹籐,FURNITURE MANUFACTURER,C,行號商店及其附有堆棧,24,A-1.2. B-1.,SA-1.,C,24,4A,4A,4B,4C,4C,4C,,04/01/2004,13325,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1301A6,照相館照相器材店(無快速沖印設備),PHOTO STUDIO,C,行號商店及其附有堆棧,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13326,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1301B4,照相館照相器材店(無快速沖印設備),PHOTO STUDIO,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13327,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1301C2,婚紗攝影禮服店,PHOTO STUDIO,C,行號商店及其附有堆棧,34,"A1,A2,B2",SA1,C,34,2A,2A,2B,2C,2C,2C,A,04/01/2004,13328,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C1302A3,煤炭類木柴店,COAL STORE,C,行號商店及其附有堆棧,33,A-1.2. B-3.,SA-1.,C,33,3A,3A,3B,3C,3C,3C,,04/01/2004,13329,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1304A8,電氣器具店(含裝配修理),ELECTRONIC APPLIANCE STORE,C,行號商店及其附有堆棧,14,"A1,A2,B2",SA1,C,14,2A,2A,2B,2C,2C,2C,A,04/01/2004,13331,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1304B6,電氣器具店,ELECTRONIC APPLIANCE STORE,C,行號商店及其附有堆棧,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,04/01/2004,13332,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1305A5,電子、電器專業測試所,ELECTRONIC TESTING CENTER,C,行號商店及其附有堆棧,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13333,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1306A2,裝潢店(無木工),DECORATION STORE,C,行號商店及其附有堆棧,23,"A1,A2,B2",SA1,C,23,2A,2A,2B,2C,2C,2C,A,04/01/2004,13334,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1306B1,裝潢店(有木工),DECORATION STORE,C,行號商店及其附有堆棧,34,"A1,A2,B2",SA1,C,34,3A,3A,3B,3C,3C,3C,A,04/01/2004,13335,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1307A0,運動器材用品店,SPORTS EQUIPMENT STORE,C,行號商店及其附有堆棧,16,"A1,A2,B1",SA1,C,16,2A,2A,2B,2C,2C,2C,A,04/01/2004,13336,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1307B8,運動器材用品店,SPORTS EQUIPMENT STORE,C,行號商店及其附有堆棧,24,A-1.2. B-2.,SA-1.,C,24,2A,2A,2B,2C,2C,2C,,04/01/2004,13337,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1308A7,塑膠壓克力成品加工店(名牌、門牌、塑膠袋),PLASTIC IN-PROCESSING STORE,C,行號商店及其附有堆棧,23,"A1,A2,B2",SA1,C,23,2A,2A,2B,2C,2C,2C,A,04/01/2004,13338,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1309A4,農業及園藝機械店,AGRICULTURE MACHINERY STORE,C,行號商店及其附有堆棧,20,"A1,A2,B1",SA1,C,20,2A,2A,2B,2C,2C,2C,A,04/01/2004,13339,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1309B2,農業及園藝機械店,AGRICULTURE MACHINERY STORE,C,行號商店及其附有堆棧,24,A-1.2. B-2.,SA-1.,C,24,2A,2A,2B,2C,2C,2C,,04/01/2004,13340,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1309C1,農業及園藝機械店,AGRICULTURE MACHINERY STORE,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,04/01/2004,13341,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1310A5,遊樂器專售店,ELECTRONIC GAME STORE,C,行號商店及其附有堆棧,19,"A1,A2,B1",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13342,Y,B,,Y,C5,行號商店及其堆棧(文藝娛樂類),N,,,,,,,N,,,,
C1401A1,熔焊店,MELTING STORE,C,行號商店及其附有堆棧,32,"A1,A2,B2",SA1,C,32,3A,3A,3B,3C,3C,3C,A,04/01/2004,13343,Y,C,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1401B0,熔焊店,MELTING STORE,C,行號商店及其附有堆棧,33,A-1.2. B-2.,SA-1.,C,33,3A,3A,3B,3C,3C,3C,,04/01/2004,13344,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1402A9,孵蛋行,EGGS STORE,C,行號商店及其附有堆棧,15,A-1.2. B-2.,SA-1.,C,15,2A,2A,2B,2C,2C,2C,,04/01/2004,13345,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1403A6,漁具店(無製造),FISHING EQUIPMENT STORE,C,行號商店及其附有堆棧,19,"A1,A2,B1",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13346,Y,B,,Y,C5,行號商店及其堆棧(文藝娛樂類),N,,,,,,,N,,,,
C1404A3,蓄電池店(含充電工作),BATTERY STORE,C,行號商店及其附有堆棧,23,"A1,A2,B2",SA1,C,23,2A,2A,2B,2C,2C,2C,A,04/01/2004,13347,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1406A8,榻榻米、紙門店,PAPER DOOR STORE,C,行號商店及其附有堆棧,26,"A1,A2,B1",SA1,C,26,2A,2A,2B,2C,2C,2C,A,04/01/2004,13349,Y,B,,Y,C6,行號商店及其堆棧(居家類),N,,,,,,,N,,,,
C1406B6,榻榻米、紙門店,PAPER DOOR STORE,C,行號商店及其附有堆棧,31,A-1.2. B-2.,SA-1.,C,31,3A,3A,3B,3C,3C,3C,,04/01/2004,13350,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1501A7,儀器店,INSTRUMENT STORE,C,行號商店及其附有堆棧,22,"A1,A2,B1",SA1,C,22,2A,2A,2B,2C,2C,2C,A,04/01/2004,13351,Y,B,,Y,C1,行號商店及其堆棧(物品類),N,,,,,,,N,,,,
C1502A4,髮網店(含人造髮及睫毛),HAIR WEB STORE,C,行號商店及其附有堆棧,20,"A1,A2,B2",SA1,C,20,2A,2A,2B,2C,2C,2C,A,04/01/2004,13352,Y,B,,Y,C2,行號商店及其堆棧(衣著配件類),N,,,,,,,N,,,,
C1503A1,標本製造店,SAMPLE STORE,C,行號商店及其附有堆棧,19,A-1.2. B-2.,SA-1.,C,19,2A,2A,2B,2C,2C,2C,,04/01/2004,13353,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1504A9,廣告、廣播、傳播服務社(有設計、圖案、洗,ADVERTISING STORE,C,行號商店及其附有堆棧,19,"A1,A2,B2",SA1,C,19,2A,2A,2B,2C,2C,2C,A,04/01/2004,13354,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1504B7,廣告、廣播、傳播服務社(其他),ADVERTISING STORE,C,行號商店及其附有堆棧,24,"A1,A2,B2",SA1,C,24,2A,2A,2B,2C,2C,2C,A,04/01/2004,13355,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1504C5,廣告ぶ廣播ぶ傳播,ADVERTISING STORE,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,04/01/2004,13356,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1505A6,輪胎翻修店,TIRE STORE,C,行號商店及其附有堆棧,46,"A1,A2,B2",SA1,C,46,5A,5A,5B,5C,5C,5C,A,04/01/2004,13357,Y,E,,Y,C4,行號商店及其堆棧(交通類),N,,,,,,,N,,,,
C1506A3,影印、曬圖、打字、油印店,XEROX STORE,C,行號商店及其附有堆棧,18,"A1,A2,B2",SA1,C,18,2A,2A,2B,2C,2C,2C,A,04/01/2004,13358,Y,B,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
C1506B1,影印、曬圖店、電,XEROX STORE,C,行號商店及其附有堆棧,17,A-1.2. B-2.,SA-1.,C,17,2A,2A,2B,2C,2C,2C,,04/01/2004,13359,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506C0,影印、曬圖店,XEROX STORE,C,行號商店及其附有堆棧,22,A-1.2. B-2.,SA-1.,C,22,2A,2A,2B,2C,2C,2C,,04/01/2004,13360,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1506D8,影印、曬圖店、代,XEROX STORE,C,行號商店及其附有堆棧,30,A-1.2. B-2.,SA-1.,C,30,3A,3A,3B,3C,3C,3C,,04/01/2004,13361,Y,A,,Y,C,行號商店及其附有堆棧,N,,,,,,,N,,,,
C1601A2,餐具清洗店,DISHES WASH STORE,C,行號商店及其附有堆棧,14,"A1,A2,B2",SA1,C,14,1A,1A,1B,1C,1C,1C,A,04/01/2004,13362,Y,A,,Y,C7,行號商店及其堆棧(其他),N,,,,,,,N,,,,
